# Catalog from Lengline et al. (GRL, 2016, doi: 10.1002/2016GL068383)
# Origin time             Lat(deg)     Lon(deg)    Dep(km)
2015-04-21 02:15:04.170  -21.242826    55.707288    8.994
2015-04-21 02:16:33.190  -21.243492    55.707043    8.542
2015-04-21 02:22:32.570  -21.243892    55.706490    8.386
2015-04-21 02:25:29.960  -21.243933    55.706877    8.329
2015-04-21 02:25:35.220  -21.242159    55.707585    8.989
2015-04-21 02:26:24.570  -21.244010    55.706698    8.290
2015-04-21 02:27:23.230  -21.242362    55.707739    8.961
2015-04-21 02:28:42.400  -21.244082    55.706470    8.240
2015-04-21 02:29:14.180  -21.243449    55.706799    8.496
2015-04-21 02:32:28.490  -21.244114    55.706510    8.247
2015-04-21 02:33:02.380  -21.243840    55.706681    8.400
2015-04-21 02:33:07.600  -21.244051    55.706539    8.262
2015-04-21 02:35:10.010  -21.244041    55.706592    8.254
2015-04-21 02:36:35.780  -21.243699    55.706966    8.393
2015-04-21 02:37:09.470  -21.243736    55.707129    8.631
2015-04-21 02:37:51.290  -21.243850    55.706681    8.409
2015-04-21 02:38:04.590  -21.244078    55.706576    8.242
2015-04-21 02:38:43.390  -21.244153    55.706523    8.236
2015-04-21 02:39:33.050  -21.243414    55.706881    8.429
2015-04-21 02:39:56.300  -21.244053    55.706714    8.299
2015-04-21 02:40:04.090  -21.243858    55.706734    8.413
2015-04-21 02:40:11.260  -21.243347    55.706962    8.481
2015-04-21 02:41:10.650  -21.242828    55.707662    9.291
2015-04-21 02:41:48.520  -21.243699    55.706950    8.520
2015-04-21 02:43:41.980  -21.243825    55.706738    8.418
2015-04-21 02:44:33.250  -21.242708    55.707483    8.904
2015-04-21 02:44:37.290  -21.243376    55.706930    8.773
2015-04-21 02:45:09.210  -21.244049    55.706637    8.277
2015-04-21 02:46:45.520  -21.244019    55.706722    8.312
2015-04-21 02:47:00.750  -21.242432    55.707764    9.238
2015-04-21 02:48:18.490  -21.244104    55.706616    8.240
2015-04-21 02:49:46.580  -21.244069    55.706571    8.234
2015-04-21 02:50:25.710  -21.244139    55.706657    8.283
2015-04-21 02:50:39.380  -21.243412    55.707048    8.505
2015-04-21 02:52:32.190  -21.243787    55.706775    8.420
2015-04-21 02:53:46.080  -21.244149    55.706576    8.224
2015-04-21 02:55:53.700  -21.244191    55.706673    8.206
2015-04-21 02:58:19.280  -21.243138    55.707340    8.751
2015-04-21 02:59:09.120  -21.243589    55.707019    8.558
2015-04-21 03:02:06.170  -21.243278    55.707304    8.753
2015-04-21 03:02:33.330  -21.243628    55.707072    8.566
2015-04-21 03:02:49.070  -21.243178    55.707202    8.552
2015-04-21 03:03:44.100  -21.244076    55.706816    8.285
2015-04-21 03:04:10.730  -21.244826    55.706356    8.551
2015-04-21 03:04:44.140  -21.244832    55.706466    8.919
2015-04-21 03:07:33.170  -21.243144    55.707296    8.746
2015-04-21 03:08:12.480  -21.244130    55.706657    8.204
2015-04-21 03:08:44.090  -21.243789    55.706868    8.446
2015-04-21 03:09:31.110  -21.243736    55.706995    8.526
2015-04-21 03:09:52.200  -21.243807    55.706917    8.457
2015-04-21 03:09:56.560  -21.242826    55.707625    8.926
2015-04-21 03:10:31.070  -21.242413    55.707804    9.053
2015-04-21 03:10:59.940  -21.243599    55.706803    8.573
2015-04-21 03:11:39.080  -21.244137    55.706860    8.193
2015-04-21 03:12:19.130  -21.244596    55.706795    8.282
2015-04-21 03:12:25.780  -21.243862    55.706893    8.406
2015-04-21 03:13:26.560  -21.241492    55.708057    8.645
2015-04-21 03:13:31.260  -21.243437    55.707218    8.631
2015-04-21 03:13:46.520  -21.242430    55.707670    8.907
2015-04-21 03:13:54.330  -21.243754    55.707031    8.553
2015-04-21 03:14:26.100  -21.243785    55.706848    8.450
2015-04-21 03:14:34.440  -21.241528    55.709501    9.060
2015-04-21 03:14:38.730  -21.243817    55.706958    8.476
2015-04-21 03:15:02.680  -21.243799    55.706970    8.446
2015-04-21 03:15:27.500  -21.241321    55.708236    8.862
2015-04-21 03:15:43.130  -21.243852    55.707202    8.564
2015-04-21 03:16:06.160  -21.244999    55.708492    8.698
2015-04-21 03:16:18.540  -21.243644    55.707088    8.617
2015-04-21 03:16:44.060  -21.242839    55.707263    8.472
2015-04-21 03:16:50.380  -21.242973    55.707463    9.080
2015-04-21 03:16:57.300  -21.241258    55.708415    8.561
2015-04-21 03:17:08.770  -21.242450    55.707800    9.092
2015-04-21 03:17:47.980  -21.242564    55.707800    9.074
2015-04-21 03:17:54.770  -21.243288    55.707288    8.718
2015-04-21 03:17:57.800  -21.243805    55.707007    8.478
2015-04-21 03:19:10.590  -21.243217    55.707353    8.718
2015-04-21 03:19:52.850  -21.243652    55.707389    8.670
2015-04-21 03:20:59.260  -21.243595    55.707227    8.606
2015-04-21 03:21:26.080  -21.244157    55.706787    8.195
2015-04-21 03:21:32.990  -21.243553    55.707271    8.708
